vehicle_id,source_lat,source_lng,target_lat,target_lng
4,30.43712387,-9.56416346,30.43646956,-9.56483789
4,30.43646956,-9.56483789,30.43087347,-9.565451
4,30.43087347,-9.565451,30.43029589,-9.56382125
4,30.43029589,-9.56382125,30.43165372,-9.56201425
4,30.43165372,-9.56201425,30.4302631,-9.56115345
4,30.4302631,-9.56115345,30.43030029,-9.56137335
4,30.43030029,-9.56137335,30.43004225,-9.5610936
4,30.43004225,-9.5610936,30.43488783,-9.55429617
4,30.43488783,-9.55429617,30.43519927,-9.55286139
4,30.43519927,-9.55286139,30.43574369,-9.55100789
4,30.43574369,-9.55100789,30.43688504,-9.55072705
4,30.43688504,-9.55072705,30.43658625,-9.55011405
4,30.43658625,-9.55011405,30.43744118,-9.54932467
4,30.43744118,-9.54932467,30.44197164,-9.54734611
4,30.44197164,-9.54734611,30.4425364,-9.54671102
4,30.4425364,-9.54671102,30.4433098,-9.54576563
4,30.4433098,-9.54576563,30.44336682,-9.54569288
4,30.44336682,-9.54569288,30.44367927,-9.54421088
4,30.44367927,-9.54421088,30.44395168,-9.54416796
4,30.44395168,-9.54416796,30.44233109,-9.54404227
4,30.44233109,-9.54404227,30.44263697,-9.5450881
4,30.44263697,-9.5450881,30.44216983,-9.54553207
4,30.44216983,-9.54553207,30.44852205,-9.5529666
4,30.44852205,-9.5529666,30.44208965,-9.56201064
4,30.44208965,-9.56201064,30.43987626,-9.56371659
4,30.43987626,-9.56371659,30.43989553,-9.56358787
4,30.43989553,-9.56358787,30.42995379,-9.58847506
4,30.42995379,-9.58847506,30.41296964,-9.57349153
4,30.41296964,-9.57349153,30.41213,-9.571447
4,30.41213,-9.571447,30.39844586,-9.55035278
4,30.39844586,-9.55035278,30.390433,-9.522205570492089
5,30.390433,-9.522205570492089,30.34961393,-9.54030295
5,30.34961393,-9.54030295,30.34931417,-9.54043052
5,30.34931417,-9.54043052,30.34882412,-9.54085163
5,30.34882412,-9.54085163,30.34931486,-9.54112805
5,30.34931486,-9.54112805,30.34814085,-9.5414751
5,30.34814085,-9.5414751,30.34812715,-9.54181552
5,30.34812715,-9.54181552,30.344747,-9.541866
5,30.344747,-9.541866,30.344643,-9.542114
5,30.344643,-9.542114,30.3458368,-9.54061167
5,30.3458368,-9.54061167,30.34587672,-9.54058029
5,30.34587672,-9.54058029,30.345899,-9.540544
5,30.345899,-9.540544,30.34589679,-9.54056968
5,30.34589679,-9.54056968,30.34583306,-9.54049049
5,30.34583306,-9.54049049,30.345958,-9.540677
5,30.345958,-9.540677,30.346166,-9.540205
5,30.346166,-9.540205,30.34777388,-9.54255728
5,30.34777388,-9.54255728,30.34916371,-9.54717254
5,30.34916371,-9.54717254,30.34909804,-9.54721533
5,30.34909804,-9.54721533,30.34801549,-9.548358
5,30.34801549,-9.548358,30.34976476,-9.54756008
5,30.34976476,-9.54756008,30.34993328,-9.54748616
5,30.34993328,-9.54748616,30.35025631,-9.54725096
5,30.35025631,-9.54725096,30.35059839,-9.54706176
5,30.35059839,-9.54706176,30.35339708,-9.54892838
5,30.35339708,-9.54892838,30.35339218,-9.54793089
5,30.35339218,-9.54793089,30.35275183,-9.54804927
5,30.35275183,-9.54804927,30.35228328,-9.54815177
5,30.35228328,-9.54815177,30.35224689,-9.54783601
5,30.35224689,-9.54783601,30.35266872,-9.5467179
5,30.35266872,-9.5467179,30.35382846,-9.54464132
5,30.35382846,-9.54464132,30.3549851,-9.54544847
5,30.3549851,-9.54544847,30.35578698,-9.54767326
5,30.35578698,-9.54767326,30.35635141,-9.54961306
5,30.35635141,-9.54961306,30.35335591,-9.55007442
5,30.35335591,-9.55007442,30.35172024,-9.55111997
5,30.35172024,-9.55111997,30.35214533,-9.55185664
5,30.35214533,-9.55185664,30.3517525,-9.55246297
5,30.3517525,-9.55246297,30.35271322,-9.55643026
5,30.35271322,-9.55643026,30.35259316,-9.55835733
5,30.35259316,-9.55835733,30.35261104,-9.55835061
5,30.35261104,-9.55835061,30.35227,-9.55825377
5,30.35227,-9.55825377,30.3520141,-9.55914703
5,30.3520141,-9.55914703,30.35131605,-9.55917743
5,30.35131605,-9.55917743,30.35028928,-9.55818158
5,30.35028928,-9.55818158,30.35135414,-9.55793301
5,30.35135414,-9.55793301,30.3514866,-9.55807843
5,30.3514866,-9.55807843,30.3513418,-9.55856501
5,30.3513418,-9.55856501,30.35190339,-9.55689061
5,30.35190339,-9.55689061,30.35134843,-9.55627935
5,30.35134843,-9.55627935,30.35114141,-9.55636462
5,30.35114141,-9.55636462,30.35092875,-9.55528366
5,30.35092875,-9.55528366,30.34859021,-9.55571144
5,30.34859021,-9.55571144,30.34896565,-9.55677874
5,30.34896565,-9.55677874,30.34885567,-9.55549941
5,30.34885567,-9.55549941,30.34557941,-9.55381175
5,30.34557941,-9.55381175,30.34804081,-9.55792055
5,30.34804081,-9.55792055,30.3480791,-9.55837562
5,30.3480791,-9.55837562,30.34769759,-9.55957012
5,30.34769759,-9.55957012,30.34880225,-9.55949631
5,30.34880225,-9.55949631,30.3487369,-9.55981494
5,30.3487369,-9.55981494,30.34891638,-9.55971061
5,30.34891638,-9.55971061,30.34974799,-9.55913542
5,30.34974799,-9.55913542,30.34966851,-9.5595182
5,30.34966851,-9.5595182,30.35036848,-9.55985774
5,30.35036848,-9.55985774,30.3507208,-9.55999867
5,30.3507208,-9.55999867,30.35135715,-9.55994123
5,30.35135715,-9.55994123,30.3522611,-9.56005262
5,30.3522611,-9.56005262,30.35300127,-9.55998227
5,30.35300127,-9.55998227,30.35279205,-9.55944125
5,30.35279205,-9.55944125,30.3526767,-9.55941019
5,30.3526767,-9.55941019,30.35206016,-9.56025438
5,30.35206016,-9.56025438,30.35200615,-9.56025962
5,30.35200615,-9.56025962,30.35205991,-9.56049622
5,30.35205991,-9.56049622,30.3529259,-9.56135226
5,30.3529259,-9.56135226,30.35342131,-9.56099764
5,30.35342131,-9.56099764,30.35405079,-9.55817419
5,30.35405079,-9.55817419,30.35415974,-9.55762202
5,30.35415974,-9.55762202,30.35701628,-9.5517836
5,30.35701628,-9.5517836,30.35774955,-9.55091158
5,30.35774955,-9.55091158,30.35926427,-9.5496428
5,30.35926427,-9.5496428,30.36836888,-9.54520995
5,30.36836888,-9.54520995,30.36902222,-9.54478323
5,30.36902222,-9.54478323,30.3692491,-9.5447651
5,30.3692491,-9.5447651,30.37095577,-9.54468265
5,30.37095577,-9.54468265,30.37173683,-9.54447207
5,30.37173683,-9.54447207,30.37156946,-9.54296559
5,30.37156946,-9.54296559,30.37170005,-9.54276844
5,30.37170005,-9.54276844,30.370343,-9.537899
5,30.370343,-9.537899,30.37114656,-9.53473304
5,30.37114656,-9.53473304,30.390433,-9.522205570492089
6,30.390433,-9.522205570492089,30.37689626,-9.53469499
6,30.37689626,-9.53469499,30.3776448,-9.53569549
6,30.3776448,-9.53569549,30.37641321,-9.53748232
6,30.37641321,-9.53748232,30.37610566,-9.53749149
6,30.37610566,-9.53749149,30.37539482,-9.53769133
6,30.37539482,-9.53769133,30.37537784,-9.53885215
6,30.37537784,-9.53885215,30.37598885,-9.54061864
6,30.37598885,-9.54061864,30.37536972,-9.54115264
6,30.37536972,-9.54115264,30.375186,-9.542538
6,30.375186,-9.542538,30.37606556,-9.5428511
6,30.37606556,-9.5428511,30.37471661,-9.54336049
6,30.37471661,-9.54336049,30.37540497,-9.54367173
6,30.37540497,-9.54367173,30.372685,-9.545617
6,30.372685,-9.545617,30.37272052,-9.5433647
6,30.37272052,-9.5433647,30.37198428,-9.5436369
6,30.37198428,-9.5436369,30.37178224,-9.54366617
6,30.37178224,-9.54366617,30.37176613,-9.54438654
6,30.37176613,-9.54438654,30.37168435,-9.54550278
6,30.37168435,-9.54550278,30.37167201,-9.54636256
6,30.37167201,-9.54636256,30.37174343,-9.54767878
6,30.37174343,-9.54767878,30.37257767,-9.54721697
6,30.37257767,-9.54721697,30.37306048,-9.54747335
6,30.37306048,-9.54747335,30.37433381,-9.54737295
6,30.37433381,-9.54737295,30.37514987,-9.54826044
6,30.37514987,-9.54826044,30.37423645,-9.54907849
6,30.37423645,-9.54907849,30.37244976,-9.5487787
6,30.37244976,-9.5487787,30.37286066,-9.5492521
6,30.37286066,-9.5492521,30.37292218,-9.54980906
6,30.37292218,-9.54980906,30.37314374,-9.54983789
6,30.37314374,-9.54983789,30.3732726,-9.54981621
6,30.3732726,-9.54981621,30.37363109,-9.54972487
6,30.37363109,-9.54972487,30.37409925,-9.55008347
6,30.37409925,-9.55008347,30.37430755,-9.55009277
6,30.37430755,-9.55009277,30.37392279,-9.55115103
6,30.37392279,-9.55115103,30.37326741,-9.55187377
6,30.37326741,-9.55187377,30.37316328,-9.55063379
6,30.37316328,-9.55063379,30.37273119,-9.54980741
6,30.37273119,-9.54980741,30.37253479,-9.54980321
6,30.37253479,-9.54980321,30.37191436,-9.54963523
6,30.37191436,-9.54963523,30.3718445,-9.54937706
6,30.3718445,-9.54937706,30.37162078,-9.54908532
6,30.37162078,-9.54908532,30.37114403,-9.54988621
6,30.37114403,-9.54988621,30.37040655,-9.54794373
6,30.37040655,-9.54794373,30.37038527,-9.54782217
6,30.37038527,-9.54782217,30.37103552,-9.54693302
6,30.37103552,-9.54693302,30.37035106,-9.54591217
6,30.37035106,-9.54591217,30.37035796,-9.54546987
6,30.37035796,-9.54546987,30.3698816,-9.54514605
6,30.3698816,-9.54514605,30.3694957,-9.54521734
6,30.3694957,-9.54521734,30.37063247,-9.54485297
6,30.37063247,-9.54485297,30.37070728,-9.54437522
6,30.37070728,-9.54437522,30.37082387,-9.54416023
6,30.37082387,-9.54416023,30.3702743,-9.54474557
6,30.3702743,-9.54474557,30.37022075,-9.54402405
6,30.37022075,-9.54402405,30.37018243,-9.54380317
6,30.37018243,-9.54380317,30.36948774,-9.5429392
6,30.36948774,-9.5429392,30.36826372,-9.54236689
6,30.36826372,-9.54236689,30.36814097,-9.54196458
6,30.36814097,-9.54196458,30.36841793,-9.54177459
6,30.36841793,-9.54177459,30.36759197,-9.53980099
6,30.36759197,-9.53980099,30.36795092,-9.53959182
6,30.36795092,-9.53959182,30.36801413,-9.53963953
6,30.36801413,-9.53963953,30.36807054,-9.5395851
6,30.36807054,-9.5395851,30.36821811,-9.53908558
6,30.36821811,-9.53908558,30.36814832,-9.53831789
6,30.36814832,-9.53831789,30.36955291,-9.53988021
